run_index,task_id,system,scenario,task_family,failure_type,primary_failtax,failtaxes,failure_step,expected_recovery_path,gold_tool,chosen_tool,state_slots,dependency_edges,success,tool_calls,repair_actions,repair_triggered,user_turns,total_steps,token_cost,wall_clock_ms,observed_error_type,first_failure_recovered,repair_extra_tool_calls,repair_extra_user_turns,repair_user_clarification,clarification_precision,clarification_recall,unnecessary_question_rate,patch_success_rate,post_answer_retry_count,reuse_pass_index,reused_artifact,second_run_improvement,budget_violation,budget_violation_reason,recovery_budget_used,stop_reason,trace_path
2,tau2_binding_plus_approval_001,a1_recovery,binding_failure,t1_static_recovery,binding_failure,selection,"[""selection""]",step_02,clarify_then_patch_then_retry,write_tool,,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,0,0,1,0,2,0.0,0,binding_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_02/traces/005_tau2_binding_plus_approval_001_a1_recovery.json
2,tau2_binding_plus_approval_001,a2_planner,binding_failure,t1_static_recovery,binding_failure,selection,"[""recovery""]",step_02,,,,[],[],False,0,0,1,0,2,0.0,0,binding_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_02/traces/005_tau2_binding_plus_approval_001_a2_planner.json
2,tau2_binding_plus_approval_001,a3_interaction,binding_failure,t1_static_recovery,binding_failure,selection,"[""selection""]",step_02,,,write_tool,[],[],True,3,1,3,2,2,0.0,0,binding_failure,True,3,2,True,1.0,1.0,0.0,1.0,0,0,False,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_02/traces/005_tau2_binding_plus_approval_001_a3_interaction.json
2,tau2_binding_plus_approval_001,a4_reuse,binding_failure,t1_static_recovery,binding_failure,selection,"[""recovery""]",step_02,,,write_tool,[],[],True,2,0,2,2,2,0.0,0,binding_failure,True,2,2,True,1.0,1.0,0.0,1.0,0,0,True,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_02/traces/005_tau2_binding_plus_approval_001_a4_reuse.json
2,tau2_dual_control_001,a0_baseline,dual_control,t0_general,dual_control,ordering,"[""ordering""]",step_02,ask_approval_then_retry,write_tool,,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,2,0,0,0,2,0.0,0,none,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_02/traces/006_tau2_dual_control_001_a0_baseline.json
2,tau2_dual_control_001,a1_recovery,dual_control,t0_general,dual_control,ordering,"[""ordering""]",step_02,ask_approval_then_retry,write_tool,,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,0,0,1,0,2,0.0,0,dual_control,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_02/traces/006_tau2_dual_control_001_a1_recovery.json
2,tau2_dual_control_001,a2_planner,dual_control,t0_general,dual_control,ordering,"[""recovery""]",step_02,,,,[],[],False,0,0,1,0,2,0.0,0,dual_control,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_02/traces/006_tau2_dual_control_001_a2_planner.json
2,tau2_dual_control_001,a3_interaction,dual_control,t0_general,dual_control,ordering,"[""recovery""]",step_02,,,write_tool,[],[],True,2,0,2,2,2,0.0,0,dual_control,True,2,2,True,1.0,1.0,0.0,1.0,0,0,False,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_02/traces/006_tau2_dual_control_001_a3_interaction.json
2,tau2_dual_control_001,a4_reuse,dual_control,t0_general,dual_control,ordering,"[""recovery""]",step_02,,,write_tool,[],[],True,2,0,2,2,2,0.0,0,dual_control,True,2,2,True,1.0,1.0,0.0,1.0,0,0,False,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_02/traces/006_tau2_dual_control_001_a4_reuse.json
2,tau2_interaction_failure_001,a0_baseline,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,clarify_or_switch_then_retry,write_tool,,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,2,0,0,0,2,0.0,0,environment_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,step_failed:step_02:environment unavailable for write operation,outputs/tau2_bench_formal/runs/run_02/traces/007_tau2_interaction_failure_001_a0_baseline.json
2,tau2_interaction_failure_001,a1_recovery,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,clarify_or_switch_then_retry,write_tool,write_tool,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,2,0,1,0,2,0.0,0,environment_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_02/traces/007_tau2_interaction_failure_001_a1_recovery.json
2,tau2_interaction_failure_001,a2_planner,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,,,write_tool,[],[],False,2,0,1,0,2,0.0,0,environment_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_02/traces/007_tau2_interaction_failure_001_a2_planner.json
2,tau2_interaction_failure_001,a3_interaction,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,,,write_tool,[],[],True,3,0,1,1,2,0.0,0,environment_failure,True,1,1,True,1.0,1.0,0.0,1.0,0,0,False,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_02/traces/007_tau2_interaction_failure_001_a3_interaction.json
2,tau2_interaction_failure_001,a4_reuse,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,,,write_tool,[],[],True,3,0,1,1,2,0.0,0,environment_failure,True,1,1,True,1.0,1.0,0.0,1.0,0,0,True,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_02/traces/007_tau2_interaction_failure_001_a4_reuse.json
2,tau2_policy_abort_001,a0_baseline,policy_failure,t1_static_recovery,policy_failure,recovery,"[""recovery""]",step_02,ask_approval_then_retry,write_tool,,"[""query"", ""target_path"", ""approved""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,2,0,0,0,2,0.0,0,none,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_02/traces/008_tau2_policy_abort_001_a0_baseline.json
2,tau2_policy_abort_001,a1_recovery,policy_failure,t1_static_recovery,policy_failure,recovery,"[""recovery""]",step_02,ask_approval_then_retry,write_tool,,"[""query"", ""target_path"", ""approved""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,0,0,1,0,2,0.0,0,policy_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_02/traces/008_tau2_policy_abort_001_a1_recovery.json
2,tau2_policy_abort_001,a2_planner,policy_failure,t1_static_recovery,policy_failure,recovery,"[""recovery""]",step_02,,,,[],[],False,0,0,1,0,2,0.0,0,policy_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_02/traces/008_tau2_policy_abort_001_a2_planner.json
2,tau2_policy_abort_001,a3_interaction,policy_failure,t1_static_recovery,policy_failure,recovery,"[""recovery""]",step_02,,,,[],[],False,0,0,1,1,2,0.0,0,policy_failure,False,0,1,True,1.0,1.0,0.0,0.0,0,0,False,0.0,False,,1.0,invalid_user_reply,outputs/tau2_bench_formal/runs/run_02/traces/008_tau2_policy_abort_001_a3_interaction.json
2,tau2_policy_abort_001,a4_reuse,policy_failure,t1_static_recovery,policy_failure,recovery,"[""recovery""]",step_02,,,,[],[],False,0,0,1,1,2,0.0,0,policy_failure,False,0,1,True,1.0,1.0,0.0,0.0,0,0,False,0.0,False,,1.0,invalid_user_reply,outputs/tau2_bench_formal/runs/run_02/traces/008_tau2_policy_abort_001_a4_reuse.json
3,tau2_binding_auto_001,a0_baseline,binding_failure,t1_static_recovery,binding_failure,selection,"[""selection""]",step_02,clarify_then_patch_then_retry,write_tool,,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,2,0,0,0,2,0.0,0,binding_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,step_failed:step_02:missing required field: target_path,outputs/tau2_bench_formal/runs/run_03/traces/001_tau2_binding_auto_001_a0_baseline.json
3,tau2_binding_auto_001,a1_recovery,binding_failure,t1_static_recovery,binding_failure,selection,"[""selection""]",step_02,clarify_then_patch_then_retry,write_tool,write_tool,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,3,1,1,0,2,0.0,0,binding_failure,True,1,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/001_tau2_binding_auto_001_a1_recovery.json
3,tau2_binding_auto_001,a2_planner,binding_failure,t1_static_recovery,binding_failure,selection,"[""selection""]",step_02,,,write_tool,[],[],True,3,1,1,0,2,0.0,0,binding_failure,True,1,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/001_tau2_binding_auto_001_a2_planner.json
3,tau2_binding_auto_001,a3_interaction,binding_failure,t1_static_recovery,binding_failure,selection,"[""selection""]",step_02,,,write_tool,[],[],True,3,1,1,0,2,0.0,0,binding_failure,True,1,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/001_tau2_binding_auto_001_a3_interaction.json
3,tau2_binding_auto_001,a4_reuse,binding_failure,t1_static_recovery,binding_failure,selection,"[""selection""]",step_02,,,write_tool,[],[],True,3,1,1,0,2,0.0,0,binding_failure,True,1,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/001_tau2_binding_auto_001_a4_reuse.json
3,tau2_env_backup_001,a0_baseline,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,clarify_or_switch_then_retry,write_tool,,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,2,0,0,0,2,0.0,0,environment_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,step_failed:step_02:environment unavailable for write operation,outputs/tau2_bench_formal/runs/run_03/traces/002_tau2_env_backup_001_a0_baseline.json
3,tau2_env_backup_001,a1_recovery,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,clarify_or_switch_then_retry,write_tool,backup_write_tool,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,3,1,1,0,2,0.0,0,environment_failure,True,1,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/002_tau2_env_backup_001_a1_recovery.json
3,tau2_env_backup_001,a2_planner,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,,,backup_write_tool,[],[],True,3,1,1,0,2,0.0,0,environment_failure,True,1,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/002_tau2_env_backup_001_a2_planner.json
3,tau2_env_backup_001,a3_interaction,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,,,backup_write_tool,[],[],True,3,1,1,0,2,0.0,0,environment_failure,True,1,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/002_tau2_env_backup_001_a3_interaction.json
3,tau2_env_backup_001,a4_reuse,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,,,backup_write_tool,[],[],True,3,1,1,0,2,0.0,0,environment_failure,True,1,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/002_tau2_env_backup_001_a4_reuse.json
3,tau2_env_ask_user_001,a0_baseline,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,clarify_or_switch_then_retry,write_tool,,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,2,0,0,0,2,0.0,0,environment_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,step_failed:step_02:environment unavailable for write operation,outputs/tau2_bench_formal/runs/run_03/traces/003_tau2_env_ask_user_001_a0_baseline.json
3,tau2_env_ask_user_001,a1_recovery,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,clarify_or_switch_then_retry,write_tool,write_tool,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,2,0,1,0,2,0.0,0,environment_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_03/traces/003_tau2_env_ask_user_001_a1_recovery.json
3,tau2_env_ask_user_001,a2_planner,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,,,write_tool,[],[],False,2,0,1,0,2,0.0,0,environment_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_03/traces/003_tau2_env_ask_user_001_a2_planner.json
3,tau2_env_ask_user_001,a3_interaction,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,,,write_tool,[],[],True,3,0,1,1,2,0.0,0,environment_failure,True,1,1,True,1.0,1.0,0.0,1.0,0,0,False,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/003_tau2_env_ask_user_001_a3_interaction.json
3,tau2_env_ask_user_001,a4_reuse,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,,,write_tool,[],[],True,3,0,1,1,2,0.0,0,environment_failure,True,1,1,True,1.0,1.0,0.0,1.0,0,0,True,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/003_tau2_env_ask_user_001_a4_reuse.json
3,tau2_approval_gate_001,a0_baseline,approval_required,t3_must_interact,approval_required,recovery,"[""recovery""]",step_02,ask_approval_then_retry,write_tool,,"[""query"", ""target_path"", ""approved""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,2,0,0,0,2,0.0,0,none,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/004_tau2_approval_gate_001_a0_baseline.json
3,tau2_approval_gate_001,a1_recovery,approval_required,t3_must_interact,approval_required,recovery,"[""recovery""]",step_02,ask_approval_then_retry,write_tool,,"[""query"", ""target_path"", ""approved""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,0,0,1,0,2,0.0,0,approval_required,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_03/traces/004_tau2_approval_gate_001_a1_recovery.json
3,tau2_approval_gate_001,a2_planner,approval_required,t3_must_interact,approval_required,recovery,"[""recovery""]",step_02,,,,[],[],False,0,0,1,0,2,0.0,0,approval_required,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_03/traces/004_tau2_approval_gate_001_a2_planner.json
3,tau2_approval_gate_001,a3_interaction,approval_required,t3_must_interact,approval_required,recovery,"[""recovery""]",step_02,,,write_tool,[],[],True,2,0,2,2,2,0.0,0,approval_required,True,2,2,True,1.0,1.0,0.0,1.0,0,0,False,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/004_tau2_approval_gate_001_a3_interaction.json
3,tau2_approval_gate_001,a4_reuse,approval_required,t3_must_interact,approval_required,recovery,"[""recovery""]",step_02,,,write_tool,[],[],True,2,0,2,2,2,0.0,0,approval_required,True,2,2,True,1.0,1.0,0.0,1.0,0,0,False,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/004_tau2_approval_gate_001_a4_reuse.json
3,tau2_binding_plus_approval_001,a0_baseline,binding_failure,t1_static_recovery,binding_failure,selection,"[""selection""]",step_02,clarify_then_patch_then_retry,write_tool,,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,2,0,0,0,2,0.0,0,binding_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,step_failed:step_02:missing required field: target_path,outputs/tau2_bench_formal/runs/run_03/traces/005_tau2_binding_plus_approval_001_a0_baseline.json
3,tau2_binding_plus_approval_001,a1_recovery,binding_failure,t1_static_recovery,binding_failure,selection,"[""selection""]",step_02,clarify_then_patch_then_retry,write_tool,,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,0,0,1,0,2,0.0,0,binding_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_03/traces/005_tau2_binding_plus_approval_001_a1_recovery.json
3,tau2_binding_plus_approval_001,a2_planner,binding_failure,t1_static_recovery,binding_failure,selection,"[""recovery""]",step_02,,,,[],[],False,0,0,1,0,2,0.0,0,binding_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_03/traces/005_tau2_binding_plus_approval_001_a2_planner.json
3,tau2_binding_plus_approval_001,a3_interaction,binding_failure,t1_static_recovery,binding_failure,selection,"[""selection""]",step_02,,,write_tool,[],[],True,3,1,3,2,2,0.0,0,binding_failure,True,3,2,True,1.0,1.0,0.0,1.0,0,0,False,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/005_tau2_binding_plus_approval_001_a3_interaction.json
3,tau2_binding_plus_approval_001,a4_reuse,binding_failure,t1_static_recovery,binding_failure,selection,"[""recovery""]",step_02,,,write_tool,[],[],True,2,0,2,2,2,0.0,0,binding_failure,True,2,2,True,1.0,1.0,0.0,1.0,0,0,True,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/005_tau2_binding_plus_approval_001_a4_reuse.json
3,tau2_dual_control_001,a0_baseline,dual_control,t0_general,dual_control,ordering,"[""ordering""]",step_02,ask_approval_then_retry,write_tool,,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,2,0,0,0,2,0.0,0,none,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/006_tau2_dual_control_001_a0_baseline.json
3,tau2_dual_control_001,a1_recovery,dual_control,t0_general,dual_control,ordering,"[""ordering""]",step_02,ask_approval_then_retry,write_tool,,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,0,0,1,0,2,0.0,0,dual_control,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_03/traces/006_tau2_dual_control_001_a1_recovery.json
3,tau2_dual_control_001,a2_planner,dual_control,t0_general,dual_control,ordering,"[""recovery""]",step_02,,,,[],[],False,0,0,1,0,2,0.0,0,dual_control,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_03/traces/006_tau2_dual_control_001_a2_planner.json
3,tau2_dual_control_001,a3_interaction,dual_control,t0_general,dual_control,ordering,"[""recovery""]",step_02,,,write_tool,[],[],True,2,0,2,2,2,0.0,0,dual_control,True,2,2,True,1.0,1.0,0.0,1.0,0,0,False,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/006_tau2_dual_control_001_a3_interaction.json
3,tau2_dual_control_001,a4_reuse,dual_control,t0_general,dual_control,ordering,"[""recovery""]",step_02,,,write_tool,[],[],True,2,0,2,2,2,0.0,0,dual_control,True,2,2,True,1.0,1.0,0.0,1.0,0,0,False,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/006_tau2_dual_control_001_a4_reuse.json
3,tau2_interaction_failure_001,a0_baseline,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,clarify_or_switch_then_retry,write_tool,,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,2,0,0,0,2,0.0,0,environment_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,step_failed:step_02:environment unavailable for write operation,outputs/tau2_bench_formal/runs/run_03/traces/007_tau2_interaction_failure_001_a0_baseline.json
3,tau2_interaction_failure_001,a1_recovery,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,clarify_or_switch_then_retry,write_tool,write_tool,"[""query"", ""target_path""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,2,0,1,0,2,0.0,0,environment_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_03/traces/007_tau2_interaction_failure_001_a1_recovery.json
3,tau2_interaction_failure_001,a2_planner,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,,,write_tool,[],[],False,2,0,1,0,2,0.0,0,environment_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,1.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_03/traces/007_tau2_interaction_failure_001_a2_planner.json
3,tau2_interaction_failure_001,a3_interaction,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,,,write_tool,[],[],True,3,0,1,1,2,0.0,0,environment_failure,True,1,1,True,1.0,1.0,0.0,1.0,0,0,False,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/007_tau2_interaction_failure_001_a3_interaction.json
3,tau2_interaction_failure_001,a4_reuse,environment_failure,t1_static_recovery,environment_failure,recovery,"[""recovery""]",step_02,,,write_tool,[],[],True,3,0,1,1,2,0.0,0,environment_failure,True,1,1,True,1.0,1.0,0.0,1.0,0,0,True,0.0,False,,2.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/007_tau2_interaction_failure_001_a4_reuse.json
3,tau2_policy_abort_001,a0_baseline,policy_failure,t1_static_recovery,policy_failure,recovery,"[""recovery""]",step_02,ask_approval_then_retry,write_tool,,"[""query"", ""target_path"", ""approved""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,2,0,0,0,2,0.0,0,none,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,success_criteria_satisfied,outputs/tau2_bench_formal/runs/run_03/traces/008_tau2_policy_abort_001_a0_baseline.json
3,tau2_policy_abort_001,a1_recovery,policy_failure,t1_static_recovery,policy_failure,recovery,"[""recovery""]",step_02,ask_approval_then_retry,write_tool,,"[""query"", ""target_path"", ""approved""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,0,0,1,0,2,0.0,0,policy_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_03/traces/008_tau2_policy_abort_001_a1_recovery.json
3,tau2_policy_abort_001,a2_planner,policy_failure,t1_static_recovery,policy_failure,recovery,"[""recovery""]",step_02,,,,[],[],False,0,0,1,0,2,0.0,0,policy_failure,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0,awaiting_user_interaction,outputs/tau2_bench_formal/runs/run_03/traces/008_tau2_policy_abort_001_a2_planner.json
3,tau2_policy_abort_001,a3_interaction,policy_failure,t1_static_recovery,policy_failure,recovery,"[""recovery""]",step_02,,,,[],[],False,0,0,1,1,2,0.0,0,policy_failure,False,0,1,True,1.0,1.0,0.0,0.0,0,0,False,0.0,False,,1.0,invalid_user_reply,outputs/tau2_bench_formal/runs/run_03/traces/008_tau2_policy_abort_001_a3_interaction.json
3,tau2_policy_abort_001,a4_reuse,policy_failure,t1_static_recovery,policy_failure,recovery,"[""recovery""]",step_02,,,,[],[],False,0,0,1,1,2,0.0,0,policy_failure,False,0,1,True,1.0,1.0,0.0,0.0,0,0,False,0.0,False,,1.0,invalid_user_reply,outputs/tau2_bench_formal/runs/run_03/traces/008_tau2_policy_abort_001_a4_reuse.json
